wetland_name,wetland_ID,dataset,area_km2,species_richness,species_normalized,lat,lon,sat_area_frac
The New Forest,42,UK,16.12,1414,87.71712,50.875,-1.625,0.58268
North Norfolk Coast,43,UK,78.87,1740,22.06162,52.9583,0.791667,0.569369
Northumbria Coast,44,UK,11.08,1050,94.76534,55.375,-1.625,0.570395
Ouse Washes,45,UK,24.69,465,18.83354,52.4583,0.208333,0.626387
Pagham Harbour,46,UK,6.37,756,118.6813,50.7917,-0.79167,0.659721
Poole Harbour,48,UK,24.39,801,32.84133,50.7083,-2.125,0.63739
Redgrave and South Lopham Fens,50,UK,1.27,616,485.0394,52.375,1.04167,0.622597
Rostherne Mere,52,UK,0.8,122,152.5,53.375,-2.375,0.631055
Roydon Common,53,UK,1.94,614,316.4948,52.7917,0.541667,0.554528
Rutland Water,54,UK,13.6,565,41.54412,52.625,-0.70833,0.689217
Severn Estuary,55,UK,247.01,3962,16.03984,51.7083,-2.54167,0.661533
Somerset Levels and Moors,57,UK,63.88,1301,20.36631,51.125,-2.875,0.582177
South West London Waterbodies,58,UK,82.8,35,0.422705,51.4583,-0.54167,0.670653
Stodmarsh,59,UK,4.81,131,27.23493,51.2917,1.20833,0.517283
Stour and Orwell Estuaries,60,UK,33.24,1446,43.50181,51.9583,1.20833,0.579872
The Swale,62,UK,65.15,317,4.865695,51.375,0.875,0.708364
Thursley and Ockley Bog,65,UK,2.65,151,56.98113,51.2083,-0.70833,0.627294
Upper Nene Valley Gravel Pits,66,UK,13.85,588,42.45487,52.375,-0.54167,0.692483
Walmore Common,68,UK,0.53,111,209.434,51.7917,-2.375,0.525217
Wicken Fen,70,UK,2.54,844,332.2835,52.2917,0.291667,0.60228
Woodwalton Fen,71,UK,2.08,163,78.36538,52.4583,-0.20833,0.62434
,20,CHI,0.03,40,1333.333333,,,
,44,CHI,0.122,32,262.295082,,,
,3,CHI,0.144,25,173.6111111,,,
,32,CHI,0.149,45,302.0134228,,,
,12,CHI,0.159,53,333.3333333,,,
,23,CHI,0.166,43,259.0361446,,,
,30,CHI,0.214,40,186.9158879,,,
,43,CHI,0.378,45,119.047619,,,
,28,CHI,0.396,24,60.60606061,,,
,22,CHI,0.401,46,114.713217,,,
,2,CHI,0.525,30,57.14285714,,,
,35,CHI,0.563,54,95.91474245,,,
,16,CHI,0.595,34,57.14285714,,,
,37,CHI,0.659,62,94.08194234,,,
,51,CHI,0.723,71,98.20193638,,,
,14,CHI,0.751,63,83.88814913,,,
,45,CHI,0.754,41,54.37665782,,,
,9,CHI,0.786,50,63.61323155,,,
,38,CHI,0.789,57,72.24334601,,,
,6,CHI,0.826,54,65.37530266,,,
,48,CHI,0.921,48,52.11726384,,,
,25,CHI,1.012,42,41.50197628,,,
,29,CHI,1.024,62,60.546875,,,
,13,CHI,1.096,55,50.18248175,,,
,15,CHI,1.107,60,54.20054201,,,
,36,CHI,1.163,68,58.46947549,,,
,42,CHI,1.163,55,47.29148753,,,
,10,CHI,1.205,67,55.60165975,,,
,33,CHI,1.207,61,50.53852527,,,
,8,CHI,1.268,44,34.70031546,,,
,41,CHI,1.317,69,52.39179954,,,
,31,CHI,1.401,62,44.25410421,,,
,11,CHI,1.895,57,30.07915567,,,
,18,CHI,2.108,61,28.9373814,,,
,26,CHI,2.243,52,23.18323674,,,
,34,CHI,2.332,66,28.30188679,,,
,39,CHI,2.38,80,33.61344538,,,
,19,CHI,2.616,62,23.70030581,,,
,50,CHI,2.684,80,29.80625931,,,
,47,CHI,2.758,93,33.72008702,,,
,7,CHI,2.811,77,27.39238705,,,
,5,CHI,3.136,54,17.21938776,,,
,17,CHI,3.208,54,16.83291771,,,
,27,CHI,3.237,47,14.51961693,,,
,1,CHI,3.239,65,20.0679222,,,
,40,CHI,3.56,107,30.05617978,,,
,4,CHI,4.228,71,16.79280984,,,
,21,CHI,4.834,58,11.99834506,,,
,24,CHI,6.884,72,10.45903544,,,
,49,CHI,10.49,105,10.00953289,,,
,46,CHI,11.472,91,7.932357043,,,
,1,OTT,0.001510045,55.86592577,36996.1899,,,
,2,OTT,0.010089996,109.3976518,10842.18966,,,
,3,OTT,0.021416032,100.4985973,4692.680647,,,
,4,OTT,0.042692344,97.80949126,2291.031181,,,
,5,OTT,0.100899961,84.59486467,838.4033404,,,
,6,OTT,0.055359352,122.0629889,2204.920829,,,
,7,OTT,0.065047259,114.7876064,1764.680148,,,
,8,OTT,0.060548167,128.5550081,2123.185795,,,
,9,OTT,0.130837127,96.14395868,734.8369738,,,
,10,OTT,0.17584742,98.77703824,561.7201459,,,
,11,OTT,0.219995096,103.278043,469.4561145,,,
,12,OTT,0.341251053,90.68991608,265.7571759,,,
,13,OTT,0.326301447,99.7562236,305.7179931,,,
,14,OTT,0.350547602,101.2474281,288.8264751,,,
,15,OTT,0.104581532,124.9341021,1194.609599,,,
,16,OTT,0.113363958,142.0754368,1253.268142,,,
,17,OTT,0.11438419,147.8791685,1292.828746,,,
,18,OTT,0.136831787,121.1236641,885.2012122,,,
,19,OTT,0.165157766,122.0629889,739.0690233,,,
,20,OTT,0.183903926,125.9093552,684.647458,,,
,21,OTT,0.182263623,134.4030115,737.4099613,,,
,22,OTT,0.17902678,140.9477021,787.2995442,,,
,23,OTT,0.202951843,128.5550081,633.4261667,,,
,24,OTT,0.230074242,124.6111775,541.6129004,,,
,25,OTT,0.353702395,119.5773708,338.073399,,,
,26,OTT,0.197569545,152.3168677,770.9531727,,,
,27,OTT,0.202951843,159.0603743,783.7345635,,,
,28,OTT,0.214160316,163.9041689,765.3339871,,,
,29,OTT,0.267926703,165.7089632,618.4861803,,,
,30,OTT,0.263167952,155.2240462,589.8288348,,,
,31,OTT,0.366608053,161.2404494,439.816988,,,
,32,OTT,0.347420947,145.5241261,418.8697524,,,
,33,OTT,0.341251053,136.1833458,399.0708444,,,
,34,OTT,0.42692344,131.6118519,308.2797513,,,
,35,OTT,0.638920761,126.8936822,198.6062906,,,
,36,OTT,1.456880733,123.0110144,84.43451245,,,
,37,OTT,0.947663164,142.8331454,150.7214279,,,
,38,OTT,0.674208153,156.4905079,232.1100793,,,
,39,OTT,0.272770877,209.7147611,768.8312015,,,
,40,OTT,0.497162084,206.1436683,414.6407678,,,
,41,OTT,0.717845529,207.3261104,288.8171645,,,
,42,OTT,0.680275766,178.5344377,262.4442125,,,
,43,OTT,0.806519737,163.4564265,202.6688485,,,
,44,OTT,0.964797124,159.4935042,165.3129972,,,
,45,OTT,1.175003066,164.3531378,139.8746459,,,
,46,OTT,0.813778103,170.7969063,209.881423,,,
,47,OTT,0.792196647,176.561496,222.8758436,,,
,48,OTT,0.828491391,190.402655,229.8185076,,,
,49,OTT,0.835947494,194.1998991,232.3111207,,,
,50,OTT,0.991080657,187.7444035,189.4340307,,,
,51,OTT,1.143841897,174.1317642,152.2341196,,,
,52,OTT,1.380632206,200.9208469,145.5281472,,,
,53,OTT,2.122501471,187.2181718,88.20638021,,,
,54,OTT,2.300742421,198.650197,86.34178045,,,
,55,OTT,3.17647177,179.0317266,56.36181888,,,
,56,OTT,1.565135709,237.5740493,151.7913418,,,
,57,OTT,2.300742421,237.5740493,103.2597335,,,
,58,OTT,3.205058789,264.3151155,82.46810211,,,
,1,ILL,0.00290814,1.975238266,679.210237,,,
,2,ILL,0.002857227,2.614790159,915.1494854,,,
,3,ILL,0.002857227,2.679556222,937.8169371,,,
,4,ILL,0.00300511,2.73500285,910.1172888,,,
,5,ILL,0.003089684,2.679556222,867.2590994,,,
,6,ILL,0.00343508,2.448435487,712.7740188,,,
,7,ILL,0.00439869,2.186944403,497.1808738,,,
,8,ILL,0.004744569,2.049143947,431.8925498,,,
,9,ILL,0.004878096,2.045791101,419.3831143,,,
,10,ILL,0.004556845,2.316248271,508.3008629,,,
,11,ILL,0.005492272,2.122701511,386.4887739,,,
,12,ILL,0.007779825,2.194797561,282.114017,,,
,13,ILL,0.009051419,2.190862976,242.0463624,,,
,14,ILL,0.00973855,2.433502277,249.8834285,,,
,15,ILL,0.010372628,2.558620541,246.6704122,,,
,16,ILL,0.006230761,2.385095647,382.7936381,,,
,17,ILL,0.003392016,4.140159634,1220.560149,,,
,18,ILL,0.003522854,3.113275651,883.7368444,,,
,19,ILL,0.003658738,3.113275651,850.9151361,,,
,20,ILL,0.003723932,3.204591218,860.5395713,,,
,21,ILL,0.003752227,3.011486889,802.5864845,,,
,22,ILL,0.003780737,2.846208256,752.8183503,,,
,23,ILL,0.003996535,2.679556222,670.4697948,,,
,24,ILL,0.004235324,2.741305555,647.2481679,,,
,25,ILL,0.004477069,2.626328421,586.6178015,,,
,26,ILL,0.003976419,3.265337796,821.1755695,,,
,27,ILL,0.004119391,3.530908411,857.1432821,,,
,28,ILL,0.004078025,4.047862026,992.6034898,,,
,29,ILL,0.004420943,3.959038208,895.5189951,,,
,30,ILL,0.004420943,3.530908411,798.6777055,,,
,31,ILL,0.004299929,3.221732496,749.2524574,,,
,32,ILL,0.00436552,3.162471743,724.4203921,,,
,33,ILL,0.004465787,3.113275651,697.1392914,,,
,34,ILL,0.004477069,3.065499282,684.7111866,,,
,35,ILL,0.004387605,2.894620467,659.7267294,,,
,36,ILL,0.004696925,3.065499282,652.6608877,,,
,37,ILL,0.004816942,3.204591218,665.2749913,,,
,38,ILL,0.004673283,3.3191212,710.2333173,,,
,39,ILL,0.005520058,2.558620541,463.51338,,,
,40,ILL,0.005791132,2.779736533,479.9988442,,,
,41,ILL,0.006106254,2.786245741,456.293809,,,
,42,ILL,0.006262282,2.894620467,462.2309043,,,
,43,ILL,0.005261672,3.756814707,713.9963719,,,
,44,ILL,0.005492272,3.72299605,677.8608162,,,
,45,ILL,0.005382522,3.530908411,655.9951889,,,
,46,ILL,0.005492272,3.431692017,624.821923,,,
,47,ILL,0.006014509,3.310044605,550.3433081,,,
,48,ILL,0.006060208,3.480663355,574.3472187,,,
,49,ILL,0.006293963,3.72299605,591.5185436,,,
,50,ILL,0.006060208,5.237231285,864.1999857,,,
,51,ILL,0.007212675,2.558620541,354.7394626,,,
,52,ILL,0.006927298,2.779736533,401.272826,,,
,53,ILL,0.006603042,3.105215732,470.2704929,,,
,54,ILL,0.006293963,3.374551474,536.1568334,,,
,55,ILL,0.006892429,4.086983065,592.9669874,,,
,56,ILL,0.006857736,3.592942426,523.9254525,,,
,57,ILL,0.006823217,3.460924251,507.2276208,,,
,58,ILL,0.006771765,3.383954375,499.7152949,,,
,59,ILL,0.006944799,3.374551474,485.9106207,,,
,60,ILL,0.007086404,3.049880474,430.3847827,,,
,61,ILL,0.007158286,3.105215732,433.7932022,,,
,62,ILL,0.007378336,3.065499282,415.4730065,,,
,63,ILL,0.007662935,3.003918404,392.0062694,,,
,64,ILL,0.008018981,2.728728973,340.2837635,,,
,65,ILL,0.008328291,2.73500285,328.3990527,,,
,66,ILL,0.008476691,2.894620467,341.480002,,,
,67,ILL,0.00944811,2.786245741,294.899806,,,
,68,ILL,0.007878594,3.105215732,394.1332452,,,
,69,ILL,0.008018981,3.113275651,388.2383212,,,
,70,ILL,0.007624363,3.374551474,442.6011111,,,
,71,ILL,0.007838937,3.490609162,445.2911643,,,
,72,ILL,0.00828637,3.113275651,375.7104282,,,
,73,ILL,0.008519575,3.213140636,377.1480089,,,
,74,ILL,0.008759342,3.170812813,361.992106,,,
,75,ILL,0.008737269,3.374551474,386.2249567,,,
,76,ILL,0.008370424,3.72299605,444.7798728,,,
,77,ILL,0.00820316,3.826091986,466.416821,,,
,78,ILL,0.007819183,4.222165669,539.975312,,,
,79,ILL,0.008039239,4.627495472,575.613601,,,
,80,ILL,0.008223884,4.516351023,549.1749335,,,
,81,ILL,0.008960527,4.236101493,472.751401,,,
,82,ILL,0.009143233,3.959038208,433.0020113,,,
,83,ILL,0.009640758,3.72299605,386.1725483,,,
,84,ILL,0.010012624,3.365196074,336.095334,,,
,85,ILL,0.010530852,3.170812813,301.0974634,,,
,86,ILL,0.010037919,3.073365604,306.1755842,,,
,87,ILL,0.011131936,3.3191212,298.1620904,,,
,88,ILL,0.011946826,3.274189937,274.063575,,,
,89,ILL,0.012501917,3.196083986,255.6475157,,,
,90,ILL,0.014254671,3.154171577,221.2728364,,,
,91,ILL,0.013215506,3.460924251,261.8836039,,,
,92,ILL,0.010451441,3.984071534,381.1983064,,,
,93,ILL,0.011047992,4.264207799,385.9713029,,,
,94,ILL,0.011416382,4.321374397,378.523981,,,
,95,ILL,0.012129063,4.863804672,401.0041707,,,
,96,ILL,0.011590527,3.768207729,325.1109937,,,
,97,ILL,0.011977008,3.826091986,319.4530766,,,
,98,ILL,0.01269262,3.814391221,300.5203893,,,
,99,ILL,0.010854576,5.749653741,529.6985854,,,
,100,ILL,0.010584128,5.986881052,565.647094,,,
,101,ILL,0.014040498,4.047862026,288.2990259,,,
,102,ILL,0.017575473,5.139633822,292.4321757,,,
,103,ILL,0.019005366,3.480663355,183.1410886,,,
,104,ILL,0.020865083,4.934967889,236.5180064,,,
,105,ILL,0.025021673,3.520755531,140.7082386,,,
,106,ILL,0.032121709,5.726743943,178.2826646,,,
,107,ILL,0.034473114,5.420561663,157.2402683,,,
